6615303;500706;8000
6614148;500651;4000
6614212;500897;8000
6613349;500294;8000
6613334;499865;8000
6613775;501944;8000
6613128;500530;8000
6612775;500510;3000
6612884;501347;8000
6610700;499930;2000
